U:0,U:1,U:2,nut,yWall,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0.493431,-0.0144367,0.0148281,0.00254405,0.262823,0.943037,3.39585,1.6256,219,0,1
0.452248,-0.00959969,0.0130085,0.00229118,0.262788,0.878523,3.39585,1.6256,220,0,1
0.593148,-0.0195485,0.00850792,0.00276128,0.227536,0.94304,3.43108,1.6256,221,0,1
0.556844,-0.0160958,0.00663422,0.00256216,0.227497,0.878526,3.43108,1.6256,222,0,1
0.694305,-0.0229663,0.00346587,0.00286134,0.195491,0.943041,3.46309,1.6256,223,0,1
0.664869,-0.0208399,0.00162925,0.00270974,0.195446,0.878528,3.46309,1.6256,224,0,1
0.794138,-0.0247365,-0.00043548,0.00285544,0.166391,0.943043,3.49216,1.6256,225,0,1
0.773045,-0.0237862,-0.00216263,0.00274483,0.16634,0.87853,3.49217,1.6256,226,0,1
0.0855091,0.0370474,0.000560819,0.00246406,0.573981,0.575153,2.86778,1.6256,227,0,1
0.0785652,0.0430386,0.00185915,0.00242381,0.573936,0.575103,2.77578,1.6256,228,0,1
0.0825362,0.0382223,-0.00170668,0.00246334,0.554024,0.555601,2.86783,1.6256,229,0,1
0.0756575,0.0438811,-0.0006369,0.0024206,0.553983,0.555555,2.77583,1.6256,230,0,1
0.0877612,0.0363774,0.00229313,0.00246443,0.588948,0.589816,2.86773,1.6256,231,0,1
0.0807993,0.0426502,0.00374532,0.0024258,0.588901,0.589764,2.77573,1.6256,232,0,1
0.0894617,0.035988,0.00363955,0.00246451,0.600174,0.600814,2.86768,1.6256,233,0,1
0.0825058,0.0424926,0.00519639,0.00242687,0.600127,0.600762,2.77566,1.6256,234,0,1
0.0841124,0.0424466,0.00657995,0.00242747,0.610393,0.609013,2.7756,1.6256,235,0,1
0.0910472,0.0357113,0.00493725,0.00246436,0.61044,0.609064,2.86762,1.6256,236,0,1
0.0861686,0.0425135,0.00827797,0.00242757,0.623274,0.622582,2.77553,1.6256,237,0,1
0.093052,0.0354877,0.00654553,0.00246383,0.623319,0.622631,2.86756,1.6256,238,0,1
0.0888369,0.0427669,0.0103016,0.00242658,0.639533,0.638722,2.77546,1.6256,239,0,1
0.0956196,0.0353909,0.00848623,0.00246247,0.639575,0.638767,2.86751,1.6256,240,0,1
0.0921383,0.0432601,0.0125742,0.00242376,0.658871,0.657917,2.77539,1.6256,241,0,1
0.0987568,0.0354979,0.0107066,0.00245967,0.658909,0.657958,2.86745,1.6256,242,0,1
0.0961988,0.0440244,0.015073,0.0024182,0.681867,0.680743,2.77532,1.6256,243,0,1
0.10257,0.0358682,0.013212,0.00245454,0.681901,0.68078,2.8674,1.6256,244,0,1
0.101182,0.0450367,0.0177383,0.00240883,0.709213,0.707887,2.77526,1.6256,245,0,1
0.107211,0.0365352,0.015984,0.00244587,0.709242,0.707919,2.86735,1.6256,246,0,1
0.10722,0.0461731,0.0204598,0.00239418,0.741731,0.740165,2.7752,1.6256,247,0,1
0.112825,0.0374657,0.0189664,0.00243183,0.73903,0.740191,2.8673,1.6256,248,0,1
0.0347153,0.103036,-0.0430057,0.00232091,0.226878,0.221587,2.95171,1.6256,249,0,1
0.0318423,0.108198,-0.0459874,0.00233505,0.226889,0.221588,2.86808,1.6256,250,0,1
0.024698,0.125603,-0.0524445,0.00202826,0.163784,0.15973,2.95175,1.6256,251,0,1
0.0227789,0.13114,-0.0558368,0.00205702,0.163805,0.159736,2.8681,1.6256,252,0,1
0.0479564,0.0780846,-0.0316705,0.00246668,0.304171,0.304074,2.95167,1.6256,253,0,1
0.0440412,0.0827793,-0.0339957,0.00246264,0.304172,0.304068,2.86805,1.6256,254,0,1
0.0613757,0.0584373,-0.0214408,0.00249391,0.381475,0.386557,2.95161,1.6256,255,0,1
0.0564923,0.0627216,-0.0229087,0.00247931,0.381468,0.386545,2.86801,1.6256,256,0,1
0.0719295,0.0466372,-0.0139916,0.00248258,0.444603,0.448407,2.95156,1.6256,257,0,1
0.0662634,0.0507377,-0.0146813,0.00246927,0.444588,0.448387,2.86796,1.6256,258,0,1
0.0795621,0.0399094,-0.00875648,0.00246921,0.491941,0.494784,2.95151,1.6256,259,0,1
0.0733607,0.0440422,-0.00888637,0.0024637,0.491919,0.494757,2.86792,1.6256,260,0,1
0.085135,0.0360384,-0.00498684,0.00245912,0.527438,0.52956,2.95146,1.6256,261,0,1
