U,WallDistance,nut
0.000000,0.000000,0.000006
0.645704,0.019928,0.001201
0.669372,0.019937,0.001220
0.641309,0.034540,0.002431
0.665252,0.034542,0.002473
0.616488,0.054351,0.003963
0.640110,0.054350,0.004049
0.577195,0.080899,0.005664
0.599296,0.080896,0.005835
0.530778,0.116365,0.007314
0.548216,0.116360,0.007642
0.489723,0.154383,0.008616
0.497430,0.161830,0.009201
0.463461,0.191265,0.010168
0.468789,0.172051,0.009196
0.465545,0.195529,0.010276
0.481053,0.172001,0.008849
0.521587,0.172144,0.007999
0.566717,0.172249,0.007201
0.602803,0.172207,0.006586
0.630019,0.172168,0.006133
0.650394,0.172154,0.005803
0.665419,0.172153,0.005560
0.676364,0.172158,0.005377
0.684175,0.172164,0.005232
0.691058,0.172181,0.005082
0.699063,0.172197,0.004890
0.708711,0.172208,0.004655
0.720178,0.172220,0.004378
0.733711,0.172234,0.004055
0.750376,0.172248,0.003691
0.593226,0.008671,0.000385
0.000000,0.000000,0.000006
0.626903,0.019923,0.001190
0.621270,0.034541,0.002399
0.595729,0.054356,0.003876
0.557104,0.080907,0.005451
0.515155,0.116375,0.006870
0.484183,0.143718,0.007812
0.475937,0.150697,0.007904
0.497471,0.150636,0.007063
0.543178,0.150794,0.005899
0.592218,0.150909,0.004981
0.631637,0.150856,0.004344
0.661936,0.150807,0.003910
0.685309,0.150786,0.003616
0.703098,0.150782,0.003414
0.716428,0.150783,0.003271
0.726100,0.150787,0.003163
0.734748,0.150803,0.003055
0.744877,0.150819,0.002920
0.757578,0.150828,0.002769
0.773847,0.150840,0.002613
0.794760,0.150853,0.002468
0.823121,0.150868,0.002363
0.583138,0.008668,0.000385
0.000000,0.000000,0.000005
0.613704,0.019922,0.001189
0.605246,0.034547,0.002374
0.577474,0.054367,0.003763
0.538453,0.080919,0.005138
0.500823,0.112729,0.006224
0.480453,0.130382,0.006705
0.484864,0.131313,0.006258
0.515914,0.131236,0.005005
0.569209,0.131412,0.003731
0.626771,0.131538,0.002926
0.675439,0.131472,0.002470
0.715231,0.131411,0.002220
