U:0,U:1,U:2,nWall:0,nWall:1,nWall:2,nut,yWall,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0.95953,0.972914,-0.0214639,0,-1,0,0.00855192,0.318566,0.528973,1.52037,1.2192,123,0,1
0.96202,0.979441,-0.0206813,0,-1,0,0.00849589,0.311878,0.554989,1.52036,1.2192,124,0,1
0.962435,0.985434,-0.0199592,0,-1,0,0.00839084,0.308278,0.574501,1.52032,1.2192,125,0,1
0.961815,0.990366,-0.0192863,0,-1,0,0.00825159,0.306384,0.589143,1.52025,1.2192,126,0,1
0.960712,0.994153,-0.0186569,0,-1,0,0.00809372,0.305399,0.600142,1.52014,1.2192,127,0,1
0.958998,0.997456,-0.017922,0,-1,0,0.00788946,0.304864,0.608418,1.52001,1.2192,128,0,1
0.955673,0.999689,-0.0169063,0,-1,0,0.00758324,0.304588,0.622031,1.51986,1.2192,129,0,1
0.948999,0.997612,-0.0155493,0,-1,0,0.00716416,0.30443,0.638232,1.51969,1.2192,130,0,1
0.935972,0.985861,-0.0138433,0,-1,0,0.00666373,0.304274,0.657497,1.51953,1.2192,131,0,1
0.911565,0.956826,-0.0117749,0,-1,0,0.00614411,0.304132,0.680396,1.51938,1.2192,132,0,1
0.86885,0.902637,-0.00937908,0,-1,0,0.00568981,0.304008,0.70761,1.51925,1.2192,133,0,1
0.800938,0.818825,-0.00685934,0,-1,0,0.00537327,0.303904,0.73995,1.51914,1.2192,134,0,1
0.704112,0.706953,-0.00441384,0,-1,0,0.00523605,0.303824,0.778385,1.51904,1.2192,135,0,1
0.58163,0.576222,-0.00209852,0,-1,0,0.00529788,0.303766,0.824068,1.51897,1.2192,136,0,1
0.257309,0.512722,0.00791558,0,-1,0,0.0026861,0.136667,0.707579,1.35364,1.2192,137,0,1
0.0690917,0.327651,0.0098646,0,-1,0,0.00278887,0.136546,0.739953,1.35351,1.2192,138,0,1
-0.0668756,0.200735,0.0107013,0,-1,0,0.00319445,0.136466,0.778407,1.3534,1.2192,139,0,1
